model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Verna,4,41000,Dealer,Diesel,Manual,23.9,1582,126.2,5,835000
RediGO,3,20000,Individual,Petrol,Manual,22.7,799,53.64,5,425000
Bolero,2,35000,Individual,Diesel,Manual,15.96,2523,63.0,9,870000
i10,9,36834,Dealer,Petrol,Manual,20.36,1197,78.9,5,365000
A8,6,25000,Dealer,Diesel,Automatic,11.8,2967,246.7,5,5500000
i10,11,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,225000
Wagon R,5,48000,Dealer,Petrol,Manual,18.9,998,67.1,5,425000
i20,7,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,450000
Creta,3,100000,Individual,Diesel,Manual,22.1,1396,88.7,5,890000
Duster,7,90000,Individual,Diesel,Manual,20.45,1461,83.8,5,450000
Ciaz,4,57000,Dealer,Diesel,Manual,28.09,1248,88.5,5,720000
Swift,7,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,370000
Verna,7,100000,Individual,Diesel,Manual,24.8,1396,88.7,5,700000
Baleno,4,110000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000
Innova,7,100000,Individual,Diesel,Manual,12.99,2494,100.6,7,1011000
D-Max,3,120000,Individual,Diesel,Manual,12.4,2499,134.0,5,1200000
Vento,7,69264,Dealer,Diesel,Automatic,21.21,1498,103.2,5,480000
A6,5,35000,Dealer,Diesel,Automatic,18.53,1968,187.74,5,3000000
Swift Dzire,11,50000,Individual,Diesel,Manual,19.3,1248,73.9,5,300000
XUV500,6,35000,Individual,Diesel,Manual,15.1,2179,140.0,7,1100000
Bolero,5,120000,Individual,Diesel,Manual,15.96,2523,62.1,9,600000
Wagon R,12,85281,Dealer,Petrol,Manual,18.9,998,67.1,5,210000
Civic,2,13989,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2150000
Swift,8,75486,Dealer,Diesel,Manual,28.4,1248,74.0,5,455000
Ecosport,4,39000,Dealer,Diesel,Manual,22.77,1498,98.59,5,835000
i20,9,50000,Dealer,Petrol,Manual,17.0,1197,80.0,5,435000
City,6,62000,Dealer,Petrol,Manual,17.8,1497,117.3,5,650000
Swift Dzire,5,41000,Dealer,Petrol,Manual,20.85,1197,83.14,5,665000
Scorpio,11,102272,Dealer,Diesel,Manual,12.05,2179,120.0,8,520000
Swift Dzire,13,84903,Dealer,Diesel,Manual,19.3,1248,73.9,5,340000
Innova,11,200000,Dealer,Diesel,Manual,12.99,2494,100.6,7,650000
Alto,5,62000,Dealer,Petrol,Manual,22.74,796,47.3,5,295000
Swift Dzire,6,190000,Individual,Diesel,Manual,26.59,1248,74.0,5,500000
XUV500,1,2200,Individual,Diesel,Manual,15.1,2179,152.87,7,1475000
Grand,1,14000,Individual,Petrol,Automatic,20.7,1197,81.86,5,690000
Verna,9,60002,Dealer,Diesel,Automatic,16.2,1493,110.0,5,550000
Ertiga,2,30000,Individual,Diesel,Manual,25.47,1248,88.5,7,1000000
Ignis,0,5000,Individual,Petrol,Manual,20.89,1197,81.8,5,550000
Grand,5,21986,Dealer,Petrol,Manual,18.9,1197,82.0,5,560000
Grand,6,23787,Dealer,Petrol,Manual,18.9,1197,82.0,5,515000
i20,5,46000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
City,5,129000,Dealer,Petrol,Manual,17.8,1497,117.3,5,725000
5,9,90000,Dealer,Diesel,Automatic,16.73,2993,218.0,5,1650000
City,5,28000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,850000
Swift Dzire,9,100000,Individual,Diesel,Manual,19.3,1248,73.9,5,371000
Polo,5,69000,Dealer,Diesel,Manual,20.14,1498,88.7,5,695000
i10,10,40000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000
Endeavour,3,65000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,3100000
Santro,13,90000,Individual,Petrol,Manual,17.92,1086,62.1,5,160000
XF,10,61000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,1690000
Swift,14,106000,Dealer,Diesel,Manual,17.8,1248,75.0,5,299000
Verna,7,45354,Individual,Diesel,Manual,22.32,1582,126.32,5,600000
Thar,4,20000,Dealer,Diesel,Manual,16.55,2498,105.0,6,870000
City,6,78000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,895000
Swift,13,92000,Dealer,Diesel,Manual,17.8,1248,75.0,5,290000
KWID,3,30000,Individual,Petrol,Manual,25.17,799,53.3,5,350000
i10,5,70038,Dealer,Petrol,Manual,19.81,1086,68.05,5,420000
Innova,5,125000,Dealer,Diesel,Manual,13.68,2393,147.51,8,1625000
i20,4,57000,Dealer,Petrol,Manual,18.6,1197,81.86,5,690000
Innova,6,200000,Individual,Diesel,Manual,12.99,2494,100.6,8,850000
Vento,6,49728,Dealer,Diesel,Manual,20.34,1498,103.2,5,625000
Alto,3,30000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
i10,6,25000,Individual,Petrol,Manual,19.81,1086,68.05,5,385000
Innova,10,133000,Dealer,Diesel,Manual,12.99,2494,100.6,7,545000
Wagon R,7,50000,Individual,LPG,Manual,14.6,998,61.6,5,350000
Figo,5,35000,Dealer,Petrol,Manual,18.16,1196,86.8,5,595000
Jazz,3,32000,Dealer,Petrol,Automatic,19.0,1199,88.7,5,750000
City,6,75129,Dealer,Petrol,Manual,17.4,1497,117.3,5,640000
City,5,66000,Dealer,Diesel,Manual,26.0,1498,98.6,5,785000
i20,5,27965,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
Swift,7,70000,Individual,Diesel,Manual,25.2,1248,74.0,5,350000
Figo,4,53400,Dealer,Diesel,Manual,20.0,1399,68.0,5,550000
Swift Dzire,6,49162,Dealer,Petrol,Manual,22.0,1197,81.8,5,495000
Swift Dzire,8,200000,Individual,Diesel,Manual,23.4,1248,74.0,5,370000
Ignis,2,8664,Trustmark Dealer,Petrol,Automatic,20.89,1197,81.8,5,630000
GO,3,30000,Individual,Petrol,Manual,19.83,1198,67.0,7,410000
Swift,5,110000,Dealer,Diesel,Manual,25.2,1248,74.0,5,650000
Polo,5,43000,Dealer,Petrol,Manual,16.47,1198,73.9,5,550000
Baleno,2,5800,Dealer,Petrol,Manual,21.01,1197,81.8,5,685000
i20,6,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,625000
Duster,6,145953,Dealer,Diesel,Manual,20.45,1461,83.8,5,650000
KWID,1,1200,Individual,Petrol,Automatic,22.0,999,67.0,5,450000
Scorpio,6,120000,Individual,Diesel,Manual,15.4,1997,120.0,7,1020000
Amaze,4,97000,Dealer,Diesel,Manual,25.8,1498,98.6,5,460000
Swift,9,100000,Individual,Diesel,Manual,22.9,1248,74.0,5,425000
XUV500,6,79304,Dealer,Diesel,Manual,16.0,2179,140.0,7,985000
Swift Dzire,6,53000,Dealer,Diesel,Manual,26.59,1248,74.0,5,645000
XUV500,4,62000,Dealer,Diesel,Manual,16.0,1997,140.0,7,1375000
Alto,9,69254,Dealer,Petrol,Manual,20.92,998,67.1,5,230000
GL-Class,8,120000,Dealer,Diesel,Automatic,12.0,2987,224.0,7,3575000
Jazz,3,58001,Dealer,Petrol,Manual,16.0,1198,90.0,5,600000
Grand,4,40000,Individual,Petrol,Manual,17.0,1197,81.86,5,410000
RediGO,4,40000,Individual,Petrol,Manual,22.5,999,67.0,5,260000
Vento,10,105000,Individual,Diesel,Manual,20.54,1598,103.6,5,395000
WR-V,3,22000,Dealer,Petrol,Manual,17.5,1199,88.7,5,750000
Swift,8,70000,Dealer,Diesel,Manual,28.4,1248,74.0,5,490000
Vento,9,120000,Individual,Diesel,Manual,20.54,1598,103.6,5,300000
Innova,8,42000,Dealer,Diesel,Manual,12.99,2494,100.6,8,850000
Tiago,2,23296,Dealer,Diesel,Manual,27.28,1047,69.0,5,575000
Verna,4,10000,Dealer,Diesel,Manual,23.9,1582,126.32,5,1000000
Vento,7,102000,Dealer,Diesel,Manual,20.34,1498,103.2,5,550000
Alto,11,50000,Individual,Petrol,Manual,19.7,796,46.3,5,250000
3,8,15000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1900000
Verna,10,8000,Dealer,Petrol,Manual,17.01,1591,121.3,5,550000
Alto,11,39290,Dealer,Petrol,Manual,23.95,998,67.05,5,240000
Alto,8,71239,Dealer,Petrol,Manual,22.74,796,47.3,5,260000
Rapid,3,24000,Dealer,Diesel,Manual,21.13,1498,108.6,5,950000
Ertiga,6,55000,Dealer,Diesel,Manual,20.77,1248,88.76,7,735000
i20,3,32000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000
Safari,11,150000,Individual,Diesel,Manual,13.93,2179,138.0,7,350000
A4,9,64705,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1350000
Rapid,5,51930,Dealer,Diesel,Automatic,21.66,1498,103.52,5,795000
i10,12,42000,Individual,Petrol,Manual,19.81,1086,68.05,5,180000
i10,5,16500,Dealer,Petrol,Manual,19.81,1086,68.05,5,465000
Alto,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,300000
i20,7,100000,Individual,Diesel,Manual,22.54,1396,88.73,5,550000
A4,11,70000,Dealer,Petrol,Automatic,10.8,1984,132.0,5,1200000
Celerio,3,40000,Individual,Petrol,Automatic,23.1,998,67.04,5,350000
Alto,4,80000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
5,4,5200,Dealer,Diesel,Automatic,22.48,1995,187.74,5,5350000
Grand,4,60000,Individual,Diesel,Manual,24.0,1186,73.97,5,650000
Figo,6,40000,Individual,Diesel,Manual,20.0,1399,68.05,5,450000
Ignis,3,19000,Dealer,Petrol,Automatic,20.89,1197,81.8,5,625000
Figo,5,50000,Individual,Diesel,Manual,25.83,1498,99.0,5,450000
i10,6,36977,Dealer,Petrol,Manual,20.36,1197,78.9,5,422000
Vitara,5,52000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
City,7,80000,Individual,Diesel,Manual,26.0,1498,98.6,5,450000
Creta,5,45000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1170000
Polo,7,111056,Dealer,Diesel,Manual,20.14,1498,88.8,5,430000
i10,11,54886,Dealer,Petrol,Manual,20.36,1197,78.9,5,250000
WR-V,3,17000,Dealer,Petrol,Manual,17.5,1199,88.7,5,900000
Grand,4,49000,Dealer,Petrol,Manual,18.9,1197,82.0,5,510000
Baleno,5,59434,Dealer,Petrol,Manual,21.01,1197,81.8,5,599000
Swift,4,56145,Dealer,Diesel,Manual,28.4,1248,74.0,5,659000
i20,9,76950,Dealer,Diesel,Manual,21.9,1396,90.0,5,450000
Swift,9,110000,Individual,Diesel,Manual,22.9,1248,74.0,5,320000
Wagon R,10,35000,Individual,Petrol,Manual,18.9,998,67.1,5,315000
Ciaz,5,80000,Dealer,Diesel,Manual,28.09,1248,88.5,5,650000
C-Class,4,24500,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2950000
Verna,8,79345,Dealer,Diesel,Manual,22.32,1582,126.32,5,550000
Swift Dzire,6,77482,Dealer,Diesel,Manual,26.59,1248,74.0,5,552000
Alto,16,50000,Individual,Petrol,Manual,19.7,796,46.3,5,70000
Swift Dzire,3,12400,Dealer,Petrol,Manual,21.21,1197,81.8,5,690000
Alto,3,10000,Individual,Petrol,Automatic,23.95,998,67.1,5,420000
Polo,2,18000,Dealer,Petrol,Manual,18.78,999,75.0,5,700000
X1,5,40000,Individual,Diesel,Automatic,20.68,1995,188.0,5,2900000
i10,9,65253,Dealer,Petrol,Manual,20.36,1197,78.9,5,380000
Ciaz,5,85000,Dealer,Diesel,Manual,26.21,1248,88.5,5,650000
City,7,65000,Dealer,Diesel,Manual,26.0,1498,98.6,5,550000
Polo,7,65321,Dealer,Petrol,Automatic,17.21,1197,103.6,5,575000
Ertiga,7,127731,Dealer,Diesel,Manual,20.77,1248,88.8,7,665000
Creta,3,58363,Dealer,Diesel,Manual,21.38,1396,88.7,5,1250000
Swift,6,76400,Dealer,Diesel,Manual,25.2,1248,74.0,5,575000
Amaze,6,61000,Dealer,Diesel,Manual,25.8,1498,98.6,5,515000
Alto,5,40000,Individual,Petrol,Manual,22.74,796,47.3,5,280000
Amaze,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,480000
Swift,12,105000,Individual,Diesel,Manual,17.8,1248,75.0,5,240000
Vitara,4,26000,Individual,Diesel,Manual,24.3,1248,88.5,5,850000
Swift Dzire,5,80000,Individual,Diesel,Manual,19.3,1248,73.9,5,600000
XUV500,5,59000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1500000
Amaze,3,25000,Individual,Petrol,Manual,17.8,1198,86.7,5,650000
Swift Dzire,5,62454,Dealer,Petrol,Manual,19.0,1197,85.8,5,334000
Scorpio,4,50000,Individual,Diesel,Manual,15.4,1997,120.0,9,810000
Creta,4,71000,Dealer,Petrol,Manual,15.29,1591,121.3,5,899000
i20,3,86516,Dealer,Petrol,Manual,18.6,1197,81.86,5,750000
Scorpio,9,94181,Dealer,Diesel,Manual,12.05,2179,120.0,8,600000
Verna,2,12000,Individual,Petrol,Manual,17.0,1591,121.3,5,1150000
Ignis,4,59518,Dealer,Diesel,Manual,26.8,1248,74.0,5,530000
Swift Dzire,13,100000,Individual,Diesel,Manual,19.3,1248,73.9,5,225000
Verna,10,74000,Dealer,Diesel,Manual,22.32,1582,126.3,5,445000
Swift Dzire,9,80000,Dealer,Diesel,Manual,19.3,1248,73.9,5,384000
Grand,3,38000,Individual,Diesel,Manual,24.0,1186,73.97,5,475000
Scorpio,4,55000,Individual,Diesel,Manual,16.36,2179,140.0,7,1450000
Alto,9,67000,Dealer,Petrol,Manual,18.9,796,47.0,5,245000
Rapid,6,67000,Dealer,Diesel,Manual,21.14,1498,103.52,5,675000
Innova,10,200000,Individual,Diesel,Manual,12.8,2494,102.0,7,450000
Bolero,5,150000,Individual,Diesel,Manual,15.96,2523,63.0,9,500000
Wagon R,12,69000,Dealer,Petrol,Manual,21.79,998,67.05,5,250000
Civic,12,81000,Dealer,Petrol,Automatic,12.9,1799,130.0,5,490000
Fortuner,4,56700,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3100000
Swift,9,76000,Dealer,Diesel,Manual,22.9,1248,74.0,5,440000
Alto,14,83000,Dealer,Petrol,Manual,19.7,796,46.3,5,110000
i20,4,33200,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
Swift Dzire,8,73000,Dealer,Diesel,Manual,23.4,1248,74.0,5,580000
Santro,13,30000,Individual,Petrol,Manual,17.92,1086,62.1,5,135000
Ecosport,3,29100,Dealer,Diesel,Manual,21.7,1498,98.96,5,1100000
Bolero,12,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,300000
Creta,5,27000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1199000
XUV500,8,54278,Dealer,Diesel,Manual,15.1,2179,140.0,7,540000
City,5,80000,Individual,Petrol,Manual,17.8,1497,117.3,5,650000
Wagon R,6,120000,Individual,CNG,Manual,26.6,998,58.16,5,333000
Ciaz,6,60000,Individual,Diesel,Manual,28.09,1248,88.5,5,650000
E-Class,8,65000,Dealer,Diesel,Automatic,13.0,2143,201.1,5,2250000
3,13,94603,Dealer,Petrol,Automatic,10.9,2497,215.0,5,650000
Alto,6,57000,Dealer,Petrol,Manual,22.74,796,47.3,5,285000
i20,6,72000,Dealer,Diesel,Manual,21.27,1396,88.76,5,580000
Wagon R,8,40000,Dealer,Petrol,Manual,20.51,998,67.04,5,395000
Polo,9,120000,Individual,Diesel,Manual,22.07,1199,73.9,5,300000
i20,12,80000,Individual,Petrol,Automatic,15.0,1396,100.0,5,280000
Grand,2,20000,Individual,Petrol,Automatic,18.9,1197,81.86,5,550000
Ecosport,8,94000,Dealer,Diesel,Manual,22.7,1498,89.84,5,525000
Ertiga,3,5000,Individual,Diesel,Manual,25.47,1248,88.5,7,957000
Ertiga,9,110000,Individual,Diesel,Manual,20.77,1248,88.8,7,600000
Figo,11,82000,Dealer,Diesel,Manual,20.0,1399,68.0,5,211000
Ecosport,6,64000,Dealer,Petrol,Manual,15.8,1499,110.0,5,470000
Aspire,3,5000,Individual,Petrol,Manual,18.16,1196,86.8,5,680000
Ecosport,4,38966,Dealer,Petrol,Manual,17.0,1497,121.36,5,685000
Figo,3,50000,Individual,Diesel,Manual,25.83,1498,99.0,5,650000
KUV100,3,35000,Individual,Diesel,Manual,25.32,1198,77.0,6,786000
Tiago,4,50000,Individual,Diesel,Manual,27.28,1047,69.0,5,450000
Verna,3,30000,Individual,Petrol,Manual,17.0,1591,121.3,5,900000
Swift Dzire,7,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,450000
Baleno,4,32000,Dealer,Diesel,Manual,27.39,1248,74.0,5,765000
Innova,5,92571,Dealer,Diesel,Manual,13.68,2393,147.8,7,1675000
Innova,5,122000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1150000
3,4,36000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,3100000
City,12,100000,Individual,Petrol,Manual,17.0,1497,118.0,5,300000
Grand,2,14500,Individual,Petrol,Manual,18.9,1197,81.86,5,565000
Tiago,3,41000,Dealer,Petrol,Manual,23.84,1199,84.0,5,520000
Alto,12,63000,Individual,Petrol,Manual,19.7,796,46.3,5,110000
Grand,5,63821,Dealer,Diesel,Manual,24.0,1186,73.97,5,445000
Bolero,14,90000,Individual,Diesel,Manual,13.6,2523,63.0,7,230000
Thar,3,25000,Individual,Diesel,Manual,16.55,2498,105.0,6,850000
Polo,5,76574,Dealer,Diesel,Manual,22.07,1199,73.9,5,650000
Verna,3,5557,Trustmark Dealer,Petrol,Manual,17.0,1591,121.3,5,1045000
Aspire,5,100000,Individual,Diesel,Manual,25.83,1498,99.0,5,350000
Amaze,5,50000,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000
Celerio,3,40000,Individual,Petrol,Automatic,21.63,998,67.0,5,450000
Figo,4,19300,Dealer,Petrol,Manual,18.16,1196,86.8,5,567000
3,8,105000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1465000
i10,8,150000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000
KWID,6,74675,Dealer,Petrol,Manual,25.17,799,53.3,5,284000
Vitara,5,20000,Individual,Diesel,Manual,24.3,1248,88.5,5,1000000
Polo,7,72103,Dealer,Diesel,Manual,20.14,1498,88.8,5,535000
i10,12,61171,Dealer,Petrol,Manual,20.36,1197,78.9,5,290000
Creta,5,36503,Individual,Petrol,Manual,13.0,1591,121.3,5,1050000
Eeco,6,58500,Dealer,Petrol,Manual,15.37,1196,73.0,7,349000
i20,4,38120,Dealer,Petrol,Manual,18.6,1197,81.83,5,690000
E-Class,8,25000,Individual,Diesel,Automatic,10.0,2148,170.0,5,2100000
Baleno,3,11410,Dealer,Petrol,Manual,21.4,1197,83.1,5,725000
GL-Class,5,30000,Dealer,Petrol,Automatic,11.5,1991,245.0,5,3800000
Swift,8,45000,Dealer,Diesel,Manual,22.9,1248,74.0,5,500000
Celerio,3,48000,Dealer,Petrol,Automatic,23.1,998,67.04,5,451000
Creta,5,98921,Dealer,Diesel,Manual,21.38,1396,88.7,5,850000
Rapid,8,40000,Individual,Diesel,Manual,20.5,1598,103.5,5,510000
XUV500,6,65000,Dealer,Diesel,Manual,15.1,2179,140.0,7,1050000
Wagon R,8,61000,Dealer,Petrol,Manual,18.9,998,67.1,5,375000
Celerio,5,61173,Dealer,Diesel,Manual,27.62,793,47.0,5,375000
Swift Dzire,3,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,600000
Vitara,2,6000,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000
i10,9,90000,Individual,Petrol,Manual,19.81,1086,68.05,5,250000
City,10,73000,Individual,Petrol,Manual,17.0,1497,118.0,5,450000
Polo,7,53000,Dealer,Diesel,Manual,20.14,1498,88.8,5,560000
Swift,7,35465,Dealer,Diesel,Manual,25.2,1248,74.0,5,435000
Ciaz,6,120000,Individual,Diesel,Manual,26.21,1248,88.5,5,530000
i10,9,61685,Dealer,Petrol,Manual,19.81,1086,68.05,5,300000
Vitara,4,80321,Dealer,Diesel,Manual,24.3,1248,88.5,5,960000
i20,4,12290,Dealer,Petrol,Manual,18.6,1197,81.83,5,735000
Scorpio,2,70000,Individual,Diesel,Manual,9.0,2179,120.0,5,950000
3,3,44000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,3400000
Wagon R,5,33949,Dealer,Petrol,Manual,18.9,998,67.1,5,385000
Grand,6,40000,Individual,Petrol,Manual,18.9,1197,82.0,5,375000
Vitara,2,120000,Individual,Diesel,Manual,24.3,1248,88.5,5,950000
Swift Dzire,4,48518,Dealer,Diesel,Manual,19.3,1248,73.9,5,725000
i20,7,49860,Dealer,Petrol,Manual,18.6,1197,81.83,5,400000
Swift,6,106452,Dealer,Diesel,Manual,22.9,1248,74.0,5,525000
Ecosport,3,74000,Dealer,Diesel,Manual,23.0,1498,98.96,5,795000
Rover,5,64000,Dealer,Diesel,Automatic,12.63,2179,147.5,5,3290000
i20,3,32000,Dealer,Diesel,Manual,21.19,1396,88.76,5,860000
Polo,7,59400,Dealer,Diesel,Manual,20.14,1498,88.8,5,495000
Swift Dzire,13,95000,Dealer,Diesel,Manual,19.3,1248,73.9,5,310000
Celerio,5,50000,Individual,Petrol,Manual,23.1,998,67.04,5,450000
i20,3,68729,Dealer,Petrol,Manual,18.6,1197,81.83,5,650000
Innova,10,100000,Individual,CNG,Manual,12.4,1998,132.0,8,380000
Grand,6,51597,Dealer,Diesel,Manual,24.0,1120,70.0,5,375000
Ecosport,6,110000,Individual,Diesel,Manual,22.77,1498,98.59,5,600000
Vitara,5,60000,Individual,Diesel,Manual,24.3,1248,88.5,5,925000
Swift,3,25000,Dealer,Diesel,Manual,28.4,1248,74.0,5,790000
3,6,55000,Dealer,Diesel,Automatic,19.59,1995,187.74,5,2550000
Alto,4,60000,Individual,Petrol,Manual,24.7,796,47.3,5,250000
Jazz,4,8048,Dealer,Petrol,Manual,18.7,1199,88.7,5,600000
Wagon R,9,61000,Dealer,Petrol,Manual,18.9,998,67.1,5,275000
Amaze,4,55000,Individual,Diesel,Manual,25.8,1498,98.6,5,700000
KUV,5,25000,Individual,Petrol,Manual,18.15,1198,82.0,5,400000
Amaze,2,28366,Dealer,Petrol,Manual,19.5,1199,88.76,5,770000
Bolero,4,84667,Individual,Diesel,Manual,16.5,1493,70.0,7,650000
Grand,5,27735,Dealer,Petrol,Manual,18.9,1197,81.86,5,500000
Innova,12,85500,Dealer,Diesel,Manual,12.8,2494,102.0,8,725000
Grand,6,37000,Individual,Petrol,Manual,18.9,1197,82.0,5,425000
KWID,4,9000,Individual,Petrol,Manual,25.17,799,53.3,5,410000
Alto,15,110000,Individual,Petrol,Manual,19.7,796,46.3,5,148000
Swift Dzire,2,15000,Individual,Diesel,Automatic,28.4,1248,74.02,5,800000
Verna,12,110000,Individual,Petrol,Manual,13.9,1599,103.2,5,250000
Ertiga,5,33213,Dealer,Diesel,Manual,24.52,1248,88.5,7,875000
KWID,2,10000,Individual,Petrol,Manual,25.17,799,53.3,5,375000
Wagon R,15,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,175000
i10,9,9800,Individual,Petrol,Manual,20.36,1197,78.9,5,275000
Polo,4,120000,Individual,Diesel,Manual,20.14,1498,88.0,5,600000
Alto,7,60000,Individual,Petrol,Manual,23.95,998,67.05,5,230000
Swift,7,6500,Individual,Diesel,Manual,22.9,1248,74.0,5,600000
Swift,6,66000,Individual,Diesel,Manual,25.2,1248,74.0,5,520000
Wagon R,11,40000,Individual,Petrol,Manual,18.9,998,67.1,5,214000
Grand,5,33000,Individual,Petrol,Manual,18.9,1197,82.0,5,450000
Polo,3,14510,Dealer,Petrol,Manual,18.78,999,75.0,5,560000
Verna,7,50000,Dealer,Diesel,Manual,22.32,1582,126.3,5,600000
Ertiga,5,10000,Individual,Petrol,Manual,17.5,1373,91.1,7,630000
Celerio,2,15000,Individual,Petrol,Manual,23.1,998,67.04,5,460000
Swift Dzire,2,15000,Individual,Petrol,Automatic,21.21,1197,81.8,5,690000
Duster,7,53190,Dealer,Diesel,Manual,19.01,1461,108.45,5,560000
Fortuner,9,133342,Dealer,Diesel,Automatic,11.5,2982,169.0,7,1450000
Wagon R,4,15000,Individual,Petrol,Automatic,20.51,998,67.0,5,425000
Grand,7,45135,Dealer,Diesel,Manual,24.0,1120,70.0,5,360000
Swift Dzire,3,30000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
Verna,7,72000,Dealer,Diesel,Automatic,19.08,1582,126.32,5,725000
XUV500,4,58500,Dealer,Diesel,Manual,16.0,2179,140.0,7,1090000
Amaze,4,60000,Dealer,Diesel,Manual,25.8,1498,98.6,5,600000
City,4,25000,Individual,Diesel,Manual,26.0,1498,98.6,5,900000
Superb,5,50000,Individual,Diesel,Automatic,18.19,1968,174.5,5,2100000
Jazz,5,9999,Individual,Diesel,Manual,27.3,1498,98.6,5,800000
Rapid,4,130200,Individual,Diesel,Automatic,21.72,1498,108.6,5,650000
Jazz,5,18000,Individual,Petrol,Manual,18.7,1199,88.7,5,540000
Swift Dzire,7,32115,Dealer,Diesel,Manual,23.4,1248,74.0,5,582000
Baleno,5,28582,Dealer,Petrol,Manual,21.4,1197,83.1,5,550000
Figo,8,65000,Dealer,Diesel,Manual,20.0,1399,68.05,5,325000
Grand,7,56000,Dealer,Petrol,Manual,18.9,1197,82.0,5,495000
Ciaz,5,50000,Dealer,Diesel,Manual,28.09,1248,88.5,5,745000
Vento,9,120000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000
i10,7,89800,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000
i20,6,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,545000
Ciaz,3,24300,Individual,Diesel,Manual,28.09,1248,88.5,5,800000
Creta,3,40000,Individual,Diesel,Manual,20.5,1582,126.2,5,1500000
Swift Dzire,6,88000,Dealer,Diesel,Manual,28.4,1248,74.02,5,665000
Wagon R,12,82149,Dealer,Petrol,Manual,21.79,998,67.05,5,220000
Creta,3,5000,Individual,Diesel,Manual,21.38,1396,88.7,5,990000
Swift Dzire,13,86379,Dealer,Diesel,Manual,19.3,1248,73.9,5,290000
Innova,4,80000,Individual,Diesel,Manual,13.68,2393,147.8,8,1780000
Vitara,3,25000,Dealer,Diesel,Manual,24.3,1248,88.5,5,885000
Wagon R,11,45000,Dealer,Petrol,Manual,18.9,998,67.1,5,290000
Amaze,7,78000,Dealer,Petrol,Manual,18.0,1198,86.7,5,420000
GO,5,52000,Individual,Petrol,Manual,19.44,1198,67.0,7,320000
City,5,30000,Individual,Petrol,Manual,17.8,1497,117.3,5,950000
Swift Dzire,7,75000,Dealer,Diesel,Manual,19.3,1248,73.9,5,595000
Alto,9,66000,Dealer,Petrol,Manual,22.74,796,47.3,5,220000
Polo,6,68314,Dealer,Diesel,Manual,20.14,1498,88.8,5,531000
Swift Dzire,4,40000,Individual,Petrol,Automatic,22.0,1197,81.8,5,623000
redi-GO,3,6000,Dealer,Petrol,Automatic,22.0,999,67.05,5,435000
Dzire VXI,7,40000,Dealer,Petrol,Manual,23.26,1197,88.5,5,525000
Scorpio,13,154000,Individual,Diesel,Manual,10.5,2609,120.0,7,350000
Wagon R,4,39612,Dealer,Petrol,Automatic,21.79,998,67.05,5,465000
Wagon R,7,20000,Individual,Petrol,Manual,20.51,998,67.04,5,250000
Amaze,7,110000,Individual,Diesel,Manual,25.8,1498,98.6,5,370000
i10,11,90000,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000
Wagon R,6,41586,Dealer,Petrol,Manual,21.79,998,67.05,5,360000
Baleno,5,70000,Individual,Petrol,Manual,21.4,1197,83.1,5,450000
